 Syracuse University
UTC, N1 [cph], N2 [cph], P1 [mb], Batt [V], H7 [%], P4 [mb], T7 [C], NMcounts, fbar, fhum, fsol, CR VWC, B/M,
2020-12-17 04:28:00, 5251, 2792, 0.0, 12.8, 69.0, 864.6, -1.0, 166.538, 0.959, 1.017, 0.955, 0.126, 0.5317, 2020-12-16 22:28:00
2020-12-17 03:27:00, 5277, 2672, 0.0, 12.8, 73.0, 865.4, -2.0, 167.192, 0.965, 1.017, 0.951, 0.121, 0.5063, 2020-12-16 21:27:00
2020-12-17 02:27:00, 5311, 2752, 0.0, 12.9, 81.0, 865.9, -4.0, 165.724, 0.969, 1.016, 0.959, 0.108, 0.5182, 2020-12-16 20:27:00
2020-12-17 01:27:00, 5211, 2678, 0.0, 12.9, 73.0, 866.4, -2.0, 166.287, 0.973, 1.017, 0.956, 0.120, 0.5139, 2020-12-16 19:27:00
2020-12-17 00:27:00, 5361, 2662, 0.0, 12.9, 74.0, 866.8, -3.0, 166.100, 0.976, 1.016, 0.957, 0.099, 0.4965, 2020-12-16 18:27:00
2020-12-16 23:27:00, 5209, 2677, 0.0, 13.2, 61.0, 866.8, 0.0, 166.357, 0.976, 1.016, 0.956, 0.119, 0.5139, 2020-12-16 17:27:00
2020-12-16 22:27:00, 5233, 2696, 0.0, 14.2, 48.0, 866.5, 4.0, 166.533, 0.973, 1.016, 0.955, 0.119, 0.5152, 2020-12-16 16:27:00
2020-12-16 21:27:00, 5239, 2667, 0.0, 14.2, 43.0, 866.6, 5.0, 166.388, 0.974, 1.016, 0.955, 0.117, 0.5091, 2020-12-16 15:27:00
2020-12-16 20:27:00, 5405, 2735, 0.0, 14.2, 45.0, 866.5, 5.0, 166.701, 0.973, 1.017, 0.954, 0.097, 0.5060, 2020-12-16 14:27:00
2020-12-16 19:28:00, 5253, 2579, 0.0, 14.2, 48.0, 866.8, 4.0, 165.982, 0.976, 1.016, 0.958, 0.112, 0.4910, 2020-12-16 13:28:00
2020-12-16 18:27:00, 5207, 2577, 0.0, 14.2, 47.0, 866.9, 4.0, 165.918, 0.976, 1.016, 0.958, 0.118, 0.4949, 2020-12-16 12:27:00
2020-12-16 17:27:00, 5225, 2679, 0.0, 14.7, 50.0, 867.1, 3.0, 165.819, 0.978, 1.016, 0.959, 0.113, 0.5127, 2020-12-16 11:27:00
2020-12-16 16:27:00, 5367, 2753, 0.0, 14.8, 56.0, 866.5, 1.0, 165.990, 0.973, 1.016, 0.958, 0.099, 0.5129, 2020-12-16 10:27:00
2020-12-16 15:27:00, 5254, 2723, 0.0, 12.7, 61.0, 865.9, 0.0, 165.710, 0.969, 1.016, 0.959, 0.116, 0.5183, 2020-12-16 09:27:00
2020-12-16 14:27:00, 5344, 2652, 0.0, 12.6, 61.0, 865.3, 0.0, 165.926, 0.964, 1.016, 0.958, 0.108, 0.4963, 2020-12-16 08:27:00
2020-12-16 13:27:00, 5256, 2781, 0.0, 12.6, 61.0, 865.0, 0.0, 166.617, 0.962, 1.016, 0.954, 0.125, 0.5291, 2020-12-16 07:27:00
2020-12-16 12:27:00, 5336, 2745, 0.0, 12.6, 61.0, 864.4, 1.0, 165.469, 0.958, 1.017, 0.961, 0.111, 0.5144, 2020-12-16 06:27:00
2020-12-16 11:27:00, 5329, 2665, 0.0, 12.7, 59.0, 864.1, 1.0, 165.326, 0.956, 1.017, 0.962, 0.113, 0.5001, 2020-12-16 05:27:00
2020-12-16 10:28:00, 5500, 2727, 0.0, 12.7, 56.0, 864.0, 1.0, 165.922, 0.955, 1.016, 0.958, 0.096, 0.4958, 2020-12-16 04:28:00
2020-12-16 09:28:00, 5482, 2775, 0.0, 12.7, 57.0, 863.4, 1.0, 165.650, 0.950, 1.016, 0.960, 0.100, 0.5062, 2020-12-16 03:28:00
2020-12-16 08:27:00, 5343, 2761, 0.0, 12.7, 58.0, 862.7, 1.0, 166.286, 0.945, 1.016, 0.956, 0.124, 0.5168, 2020-12-16 02:27:00
2020-12-16 07:27:00, 5397, 2773, 0.0, 12.8, 58.0, 862.9, 1.0, 166.380, 0.947, 1.016, 0.956, 0.115, 0.5138, 2020-12-16 01:27:00
2020-12-16 06:27:00, 5377, 2799, 0.0, 12.8, 57.0, 862.6, 1.0, 166.593, 0.945, 1.016, 0.954, 0.121, 0.5206, 2020-12-16 00:27:00
2020-12-16 05:28:00, 5439, 2711, 0.0, 12.8, 58.0, 862.3, 1.0, 166.292, 0.942, 1.016, 0.956, 0.114, 0.4984, 2020-12-15 23:28:00
2020-12-16 04:27:00, 5294, 2785, 0.0, 12.8, 58.0, 861.9, 2.0, 166.769, 0.940, 1.017, 0.953, 0.137, 0.5261, 2020-12-15 22:27:00
2020-12-16 03:27:00, 5289, 2827, 0.0, 12.8, 54.0, 862.3, 3.0, 167.181, 0.942, 1.017, 0.951, 0.137, 0.5345, 2020-12-15 21:27:00
2020-12-16 02:27:00, 5372, 2696, 0.0, 12.9, 61.0, 862.5, 0.0, 166.887, 0.944, 1.016, 0.953, 0.123, 0.5019, 2020-12-15 20:27:00
2020-12-16 01:27:00, 5361, 2838, 0.0, 12.9, 60.0, 862.4, 0.0, 166.511, 0.943, 1.016, 0.955, 0.124, 0.5294, 2020-12-15 19:27:00
2020-12-16 00:27:00, 5413, 2713, 0.0, 12.9, 64.0, 862.5, 0.0, 166.247, 0.944, 1.017, 0.956, 0.115, 0.5012, 2020-12-15 18:27:00
2020-12-15 23:27:00, 5431, 2802, 0.0, 13.1, 61.0, 862.4, 0.0, 166.417, 0.943, 1.016, 0.955, 0.115, 0.5159, 2020-12-15 17:27:00
2020-12-15 20:27:00, 5404, 2769, 0.0, 14.4, 56.0, 864.3, 1.0, 165.559, 0.957, 1.016, 0.960, 0.104, 0.5124, 2020-12-15 14:27:00
2020-12-15 19:27:00, 5407, 2725, 0.0, 14.4, 58.0, 864.7, 0.0, 165.534, 0.960, 1.015, 0.960, 0.103, 0.5040, 2020-12-15 13:27:00
2020-12-15 18:27:00, 5341, 2697, 0.0, 14.4, 55.0, 866.0, 0.0, 165.612, 0.970, 1.014, 0.960, 0.105, 0.5050, 2020-12-15 12:27:00
2020-12-15 17:27:00, 5153, 2636, 0.0, 14.8, 58.0, 867.0, 0.0, 165.395, 0.977, 1.015, 0.961, 0.123, 0.5115, 2020-12-15 11:27:00
2020-12-15 16:31:00, 5114, 2596, 0.0, 14.9, 62.0, 867.3, -1.0, 165.633, 0.979, 1.015, 0.960, 0.128, 0.5076, 2020-12-15 10:31:00
2020-12-15 15:27:00, 5191, 2620, 0.0, 13.7, 71.0, 868.3, -4.0, 166.056, 0.987, 1.014, 0.957, 0.114, 0.5047, 2020-12-15 09:27:00
2020-12-15 14:27:00, 5089, 2650, 0.0, 12.5, 72.0, 868.6, -4.0, 165.903, 0.989, 1.014, 0.958, 0.126, 0.5207, 2020-12-15 08:27:00
2020-12-15 13:27:00, 5016, 2564, 0.0, 12.6, 76.0, 869.4, -7.0, 166.044, 0.995, 1.012, 0.957, 0.135, 0.5112, 2020-12-15 07:27:00
2020-12-15 12:27:00, 5188, 2683, 0.0, 12.6, 73.0, 869.5, -4.0, 166.047, 0.996, 1.014, 0.957, 0.108, 0.5172, 2020-12-15 06:27:00
2020-12-15 11:28:00, 4985, 2580, 0.0, 12.6, 72.0, 869.9, -3.0, 166.041, 0.999, 1.015, 0.957, 0.134, 0.5176, 2020-12-15 05:28:00
2020-12-15 10:27:00, 5094, 2584, 0.0, 12.6, 82.0, 871.1, -7.0, 166.068, 1.009, 1.013, 0.957, 0.113, 0.5073, 2020-12-15 04:27:00
2020-12-15 09:27:00, 4955, 2612, 0.0, 12.7, 77.0, 870.9, -5.0, 166.882, 1.007, 1.014, 0.953, 0.137, 0.5271, 2020-12-15 03:27:00
2020-12-15 08:27:00, 5103, 2648, 0.0, 12.7, 83.0, 871.1, -7.0, 166.903, 1.009, 1.013, 0.953, 0.114, 0.5189, 2020-12-15 02:27:00
2020-12-15 07:27:00, 4983, 2548, 0.0, 12.7, 84.0, 871.3, -8.0, 166.396, 1.010, 1.012, 0.955, 0.130, 0.5113, 2020-12-15 01:27:00
2020-12-15 06:27:00, 4951, 2626, 0.0, 12.8, 92.0, 871.2, -5.0, 166.563, 1.009, 1.017, 0.954, 0.133, 0.5304, 2020-12-15 00:27:00
2020-12-15 05:27:00, 4994, 2643, 0.0, 12.8, 90.0, 871.4, -4.0, 165.812, 1.011, 1.018, 0.959, 0.120, 0.5292, 2020-12-14 23:27:00
2020-12-15 04:27:00, 5050, 2517, 0.0, 12.8, 89.0, 871.5, -4.0, 166.389, 1.012, 1.018, 0.955, 0.115, 0.4984, 2020-12-14 22:27:00
2020-12-15 03:27:00, 5099, 2596, 0.0, 12.8, 87.0, 871.6, -4.0, 166.192, 1.012, 1.017, 0.957, 0.107, 0.5091, 2020-12-14 21:27:00
2020-12-15 02:27:00, 4891, 2597, 0.0, 12.8, 84.0, 871.7, -3.0, 166.237, 1.013, 1.018, 0.956, 0.137, 0.5310, 2020-12-14 20:27:00
2020-12-15 01:27:00, 4981, 2596, 0.0, 12.9, 82.0, 871.4, -3.0, 166.179, 1.011, 1.017, 0.957, 0.125, 0.5212, 2020-12-14 19:27:00
2020-12-15 00:27:00, 5036, 2624, 0.0, 12.9, 84.0, 871.2, -3.0, 165.254, 1.009, 1.018, 0.962, 0.114, 0.5210, 2020-12-14 18:27:00
2020-12-14 22:27:00, 5000, 2675, 0.0, 14.4, 70.0, 869.5, 0.0, 166.306, 0.996, 1.018, 0.956, 0.133, 0.5350, 2020-12-14 16:27:00
2020-12-14 21:27:00, 5152, 2669, 0.0, 14.3, 66.0, 869.0, 0.0, 166.018, 0.992, 1.017, 0.958, 0.113, 0.5181, 2020-12-14 15:27:00
2020-12-14 20:27:00, 5197, 2657, 0.0, 14.3, 63.0, 868.7, 1.0, 166.179, 0.990, 1.018, 0.957, 0.109, 0.5113, 2020-12-14 14:27:00
2020-12-14 19:27:00, 5177, 2612, 0.0, 14.3, 68.0, 868.6, 1.0, 166.199, 0.989, 1.019, 0.957, 0.111, 0.5045, 2020-12-14 13:27:00
2020-12-14 18:27:00, 5188, 2623, 0.0, 14.4, 90.0, 868.9, 0.0, 165.630, 0.992, 1.024, 0.960, 0.102, 0.5056, 2020-12-14 12:27:00
2020-12-14 17:27:00, 5312, 2667, 0.0, 14.5, 98.0, 869.0, -2.0, 165.391, 0.992, 1.022, 0.961, 0.088, 0.5021, 2020-12-14 11:27:00
2020-12-14 16:27:00, 5287, 2741, 0.0, 15.0, 95.0, 868.6, -6.0, 165.404, 0.989, 1.016, 0.961, 0.096, 0.5184, 2020-12-14 10:27:00
2020-12-14 15:27:00, 5249, 2752, 0.0, 12.6, 93.0, 867.9, -10.0, 165.426, 0.984, 1.012, 0.961, 0.107, 0.5243, 2020-12-14 09:27:00
2020-12-14 14:27:00, 5256, 2653, 0.0, 12.5, 92.0, 867.6, -9.0, 165.790, 0.982, 1.013, 0.959, 0.108, 0.5048, 2020-12-14 08:27:00
2020-12-14 13:27:00, 5072, 2650, 0.0, 12.5, 94.0, 867.6, -8.0, 165.497, 0.982, 1.014, 0.961, 0.132, 0.5225, 2020-12-14 07:27:00
2020-12-14 12:27:00, 5148, 2695, 0.0, 12.5, 94.0, 867.4, -8.0, 166.248, 0.980, 1.014, 0.956, 0.126, 0.5235, 2020-12-14 06:27:00
2020-12-14 11:27:00, 5278, 2751, 0.0, 12.5, 93.0, 867.3, -10.0, 166.552, 0.979, 1.012, 0.955, 0.111, 0.5212, 2020-12-14 05:27:00
2020-12-14 10:27:00, 5181, 2626, 0.0, 12.6, 93.0, 867.0, -9.0, 166.210, 0.977, 1.013, 0.957, 0.124, 0.5069, 2020-12-14 04:27:00
2020-12-14 09:27:00, 5236, 2669, 0.0, 12.6, 93.0, 866.6, -8.0, 165.889, 0.974, 1.014, 0.958, 0.117, 0.5097, 2020-12-14 03:27:00
2020-12-14 08:27:00, 5179, 2687, 0.0, 12.6, 94.0, 866.4, -8.0, 165.867, 0.973, 1.014, 0.958, 0.126, 0.5188, 2020-12-14 02:27:00
2020-12-14 07:27:00, 5177, 2562, 0.0, 12.7, 94.0, 866.9, -8.0, 165.516, 0.976, 1.014, 0.961, 0.121, 0.4949, 2020-12-14 01:27:00
2020-12-14 06:27:00, 5173, 2669, 0.0, 12.7, 92.0, 867.8, -10.0, 165.625, 0.983, 1.012, 0.960, 0.119, 0.5159, 2020-12-14 00:27:00
2020-12-14 05:27:00, 4998, 2691, 0.0, 12.7, 91.0, 868.0, -12.0, 164.635, 0.985, 1.010, 0.966, 0.140, 0.5384, 2020-12-13 23:27:00
2020-12-14 04:27:00, 5178, 2638, 0.0, 12.7, 90.0, 868.0, -12.0, 165.403, 0.985, 1.010, 0.961, 0.117, 0.5095, 2020-12-13 22:27:00
2020-12-14 03:27:00, 5155, 2797, 0.0, 12.8, 92.0, 868.2, -11.0, 164.768, 0.986, 1.011, 0.965, 0.116, 0.5426, 2020-12-13 21:27:00
2020-12-14 02:27:00, 5191, 2615, 0.0, 12.8, 92.0, 868.5, -12.0, 164.185, 0.989, 1.010, 0.968, 0.108, 0.5038, 2020-12-13 20:27:00
2020-12-14 01:27:00, 5135, 2649, 0.0, 12.8, 92.0, 868.4, -11.0, 164.579, 0.988, 1.011, 0.966, 0.117, 0.5159, 2020-12-13 19:27:00
2020-12-14 00:27:00, 5053, 2747, 0.0, 12.9, 95.0, 869.1, -10.0, 165.385, 0.993, 1.012, 0.961, 0.128, 0.5436, 2020-12-13 18:27:00
2020-12-13 23:27:00, 5164, 2609, 0.0, 13.3, 94.0, 869.5, -9.0, 165.020, 0.996, 1.013, 0.963, 0.108, 0.5052, 2020-12-13 17:27:00
2020-12-13 22:27:00, 5122, 2659, 0.0, 14.6, 88.0, 869.7, -7.0, 165.086, 0.998, 1.014, 0.963, 0.112, 0.5191, 2020-12-13 16:27:00
2020-12-13 21:27:00, 5084, 2648, 0.0, 14.5, 87.0, 869.8, -6.0, 164.858, 0.998, 1.015, 0.964, 0.115, 0.5208, 2020-12-13 15:27:00
2020-12-13 20:27:00, 5065, 2613, 0.0, 14.5, 86.0, 870.4, -6.0, 165.111, 1.003, 1.015, 0.963, 0.115, 0.5159, 2020-12-13 14:27:00
2020-12-13 19:27:00, 5001, 2607, 0.0, 14.6, 87.0, 871.1, -6.0, 165.238, 1.009, 1.015, 0.962, 0.121, 0.5213, 2020-12-13 13:27:00
2020-12-13 18:27:00, 5108, 2557, 0.0, 15.0, 89.0, 871.9, -7.0, 164.949, 1.015, 1.014, 0.964, 0.101, 0.5006, 2020-12-13 12:27:00
2020-12-13 17:27:00, 5013, 2560, 0.0, 15.0, 93.0, 872.9, -7.0, 165.089, 1.023, 1.015, 0.963, 0.109, 0.5107, 2020-12-13 11:27:00
2020-12-13 16:27:00, 5047, 2507, 0.0, 13.5, 94.0, 873.1, -8.0, 164.528, 1.024, 1.014, 0.966, 0.102, 0.4967, 2020-12-13 10:27:00
2020-12-13 15:27:00, 5012, 2544, 0.0, 12.6, 94.0, 873.1, -10.0, 165.117, 1.024, 1.012, 0.963, 0.110, 0.5076, 2020-12-13 09:27:00
2020-12-13 14:27:00, 5009, 2558, 0.0, 12.5, 95.0, 873.3, -9.0, 165.332, 1.026, 1.013, 0.962, 0.109, 0.5107, 2020-12-13 08:27:00
2020-12-13 13:27:00, 4795, 2530, 0.0, 12.5, 94.0, 873.6, -8.0, 165.415, 1.028, 1.014, 0.961, 0.140, 0.5276, 2020-12-13 07:27:00
2020-12-13 12:27:00, 4912, 2593, 0.0, 12.5, 91.0, 873.8, -8.0, 165.748, 1.030, 1.013, 0.959, 0.123, 0.5279, 2020-12-13 06:27:00
2020-12-13 11:27:00, 4928, 2551, 0.0, 12.6, 91.0, 874.5, -7.0, 165.875, 1.035, 1.015, 0.958, 0.116, 0.5177, 2020-12-13 05:27:00
2020-12-13 10:27:00, 4964, 2504, 0.0, 12.6, 93.0, 874.6, -8.0, 166.057, 1.036, 1.014, 0.957, 0.112, 0.5044, 2020-12-13 04:27:00
2020-12-13 09:27:00, 4809, 2483, 0.0, 12.6, 93.0, 874.8, -8.0, 165.243, 1.038, 1.014, 0.962, 0.129, 0.5163, 2020-12-13 03:27:00
2020-12-13 08:27:00, 4894, 2531, 0.0, 12.7, 93.0, 874.8, -8.0, 166.559, 1.038, 1.014, 0.955, 0.122, 0.5172, 2020-12-13 02:27:00
2020-12-13 07:27:00, 4895, 2493, 0.0, 12.7, 92.0, 874.9, -8.0, 165.976, 1.038, 1.014, 0.958, 0.119, 0.5093, 2020-12-13 01:27:00
2020-12-13 06:27:00, 4937, 2498, 0.0, 12.7, 90.0, 874.8, -7.0, 165.930, 1.038, 1.014, 0.958, 0.113, 0.5060, 2020-12-13 00:27:00
2020-12-13 05:27:00, 4905, 2506, 0.0, 12.7, 88.0, 874.7, -7.0, 165.281, 1.037, 1.014, 0.962, 0.116, 0.5109, 2020-12-12 23:27:00
2020-12-13 04:27:00, 4808, 2468, 0.0, 12.8, 84.0, 874.3, -6.0, 164.850, 1.034, 1.014, 0.964, 0.131, 0.5133, 2020-12-12 22:27:00
2020-12-13 03:27:00, 4970, 2498, 0.0, 12.8, 79.0, 873.7, -6.0, 165.066, 1.029, 1.014, 0.963, 0.111, 0.5026, 2020-12-12 21:27:00
2020-12-13 02:27:00, 4908, 2506, 0.0, 12.8, 79.0, 873.2, -5.0, 165.252, 1.025, 1.015, 0.962, 0.123, 0.5106, 2020-12-12 20:27:00
2020-12-13 01:27:00, 4974, 2540, 0.0, 12.9, 81.0, 872.8, -7.0, 165.500, 1.022, 1.013, 0.961, 0.118, 0.5107, 2020-12-12 19:27:00
2020-12-13 00:27:00, 4974, 2574, 0.0, 12.9, 86.0, 872.4, -8.0, 164.992, 1.019, 1.013, 0.964, 0.117, 0.5175, 2020-12-12 18:27:00
2020-12-12 23:27:00, 5045, 2624, 0.0, 13.5, 90.0, 871.8, -9.0, 164.595, 1.014, 1.012, 0.966, 0.110, 0.5201, 2020-12-12 17:27:00
2020-12-12 22:27:00, 5086, 2572, 0.0, 14.5, 78.0, 871.0, -5.0, 164.457, 1.008, 1.014, 0.967, 0.107, 0.5057, 2020-12-12 16:27:00
2020-12-12 21:27:00, 5070, 2552, 0.0, 14.5, 79.0, 870.3, -4.0, 164.908, 1.002, 1.016, 0.964, 0.114, 0.5034, 2020-12-12 15:27:00
2020-12-12 20:27:00, 5019, 2582, 0.0, 14.5, 81.0, 870.0, -5.0, 164.636, 1.000, 1.015, 0.966, 0.122, 0.5144, 2020-12-12 14:27:00
2020-12-12 19:27:00, 4974, 2582, 0.0, 14.9, 84.0, 870.5, -6.0, 165.179, 1.004, 1.014, 0.962, 0.129, 0.5191, 2020-12-12 13:27:00
2020-12-12 18:27:00, 4936, 2546, 0.0, 14.3, 89.0, 871.2, -6.0, 164.800, 1.009, 1.015, 0.965, 0.128, 0.5158, 2020-12-12 12:27:00
2020-12-12 17:27:00, 4994, 2557, 0.0, 13.8, 89.0, 871.7, -6.0, 164.735, 1.013, 1.015, 0.965, 0.117, 0.5120, 2020-12-12 11:27:00
2020-12-12 16:27:00, 5051, 2512, 0.0, 13.2, 93.0, 871.1, -6.0, 164.917, 1.009, 1.016, 0.964, 0.112, 0.4973, 2020-12-12 10:27:00
2020-12-12 15:27:00, 5034, 2572, 0.0, 12.7, 94.0, 870.5, -6.0, 164.828, 1.004, 1.016, 0.965, 0.117, 0.5109, 2020-12-12 09:27:00
2020-12-12 14:27:00, 4906, 2636, 0.0, 12.5, 95.0, 870.3, -6.0, 165.460, 1.002, 1.016, 0.961, 0.141, 0.5373, 2020-12-12 08:27:00
2020-12-12 13:27:00, 5122, 2655, 0.0, 12.5, 96.0, 870.1, -6.0, 165.222, 1.001, 1.016, 0.962, 0.109, 0.5184, 2020-12-12 07:27:00
2020-12-12 12:27:00, 5172, 2649, 0.0, 12.5, 96.0, 869.7, -6.0, 164.924, 0.998, 1.016, 0.964, 0.103, 0.5122, 2020-12-12 06:27:00
2020-12-12 11:27:00, 5022, 2605, 0.0, 12.5, 95.0, 869.6, -6.0, 165.964, 0.997, 1.016, 0.958, 0.129, 0.5187, 2020-12-12 05:27:00
2020-12-12 10:27:00, 5087, 2539, 0.0, 12.5, 96.0, 869.6, -6.0, 166.115, 0.997, 1.016, 0.957, 0.120, 0.4991, 2020-12-12 04:27:00
2020-12-12 09:27:00, 5043, 2583, 0.0, 12.5, 95.0, 869.4, -7.0, 166.810, 0.995, 1.015, 0.953, 0.132, 0.5122, 2020-12-12 03:27:00
2020-12-12 08:27:00, 4924, 2557, 0.0, 12.6, 94.0, 869.2, -7.0, 167.300, 0.994, 1.015, 0.950, 0.154, 0.5193, 2020-12-12 02:27:00
2020-12-12 07:27:00, 5195, 2559, 0.0, 12.6, 96.0, 869.1, -6.0, 166.884, 0.993, 1.016, 0.953, 0.111, 0.4926, 2020-12-12 01:27:00
2020-12-12 06:27:00, 5082, 2444, 0.0, 12.6, 96.0, 869.2, -5.0, 166.371, 0.994, 1.018, 0.956, 0.122, 0.4809, 2020-12-12 00:27:00
2020-12-12 05:27:00, 5164, 2538, 0.0, 12.6, 96.0, 869.2, -6.0, 166.863, 0.994, 1.016, 0.953, 0.115, 0.4915, 2020-12-11 23:27:00
2020-12-12 04:27:00, 5067, 2554, 0.0, 12.7, 96.0, 869.2, -6.0, 166.414, 0.994, 1.016, 0.955, 0.127, 0.5040, 2020-12-11 22:27:00
2020-12-12 03:27:00, 5180, 2584, 0.0, 12.7, 96.0, 869.1, -5.0, 166.730, 0.993, 1.018, 0.954, 0.111, 0.4988, 2020-12-11 21:27:00
2020-12-12 02:27:00, 5277, 2584, 0.0, 12.8, 97.0, 869.3, -4.0, 166.573, 0.995, 1.019, 0.954, 0.097, 0.4897, 2020-12-11 20:27:00
2020-12-12 01:27:00, 5223, 2607, 0.0, 12.8, 97.0, 869.4, -4.0, 166.617, 0.995, 1.019, 0.954, 0.103, 0.4991, 2020-12-11 19:27:00
2020-12-12 00:27:00, 5217, 2468, 0.0, 12.8, 97.0, 869.7, -5.0, 166.078, 0.998, 1.018, 0.957, 0.101, 0.4731, 2020-12-11 18:27:00
2020-12-11 23:27:00, 5144, 2577, 0.0, 12.9, 97.0, 869.7, -5.0, 166.582, 0.998, 1.018, 0.954, 0.112, 0.5010, 2020-12-11 17:27:00
2020-12-11 22:27:00, 5164, 2625, 0.0, 13.2, 96.0, 869.4, -4.0, 166.669, 0.995, 1.019, 0.954, 0.111, 0.5083, 2020-12-11 16:27:00
2020-12-11 21:27:00, 5116, 2548, 0.0, 13.6, 93.0, 869.0, -4.0, 166.932, 0.992, 1.018, 0.952, 0.122, 0.4980, 2020-12-11 15:27:00
2020-12-11 20:27:00, 5075, 2559, 0.0, 14.5, 90.0, 868.8, -3.0, 165.716, 0.991, 1.019, 0.959, 0.123, 0.5042, 2020-12-11 14:27:00
2020-12-11 19:27:00, 5160, 2572, 0.0, 14.9, 89.0, 869.0, -3.0, 166.498, 0.992, 1.019, 0.955, 0.113, 0.4984, 2020-12-11 13:27:00
2020-12-11 18:27:00, 5108, 2591, 0.0, 14.9, 92.0, 869.8, -4.0, 165.840, 0.998, 1.018, 0.959, 0.114, 0.5072, 2020-12-11 12:27:00
2020-12-11 17:27:00, 5199, 2571, 0.0, 15.0, 95.0, 870.3, -6.0, 165.902, 1.002, 1.016, 0.958, 0.101, 0.4945, 2020-12-11 11:27:00
2020-12-11 16:27:00, 5093, 2548, 0.0, 13.4, 94.0, 870.2, -6.0, 166.320, 1.002, 1.016, 0.956, 0.116, 0.5003, 2020-12-11 10:27:00
2020-12-11 15:27:00, 5195, 2467, 0.0, 12.6, 93.0, 869.8, -7.0, 166.729, 0.998, 1.015, 0.954, 0.108, 0.4749, 2020-12-11 09:27:00
2020-12-11 14:27:00, 5313, 2540, 0.0, 12.5, 88.0, 869.6, -5.0, 166.620, 0.997, 1.016, 0.954, 0.093, 0.4781, 2020-12-11 08:27:00
2020-12-11 13:27:00, 5024, 2518, 0.0, 12.5, 89.0, 869.7, -6.0, 166.657, 0.998, 1.015, 0.954, 0.132, 0.5012, 2020-12-11 07:27:00
2020-12-11 12:27:00, 5122, 2574, 0.0, 12.5, 93.0, 869.7, -10.0, 167.472, 0.998, 1.012, 0.949, 0.123, 0.5025, 2020-12-11 06:27:00
2020-12-11 11:27:00, 5045, 2511, 0.0, 12.6, 89.0, 869.8, -11.0, 167.278, 0.998, 1.011, 0.950, 0.135, 0.4977, 2020-12-11 05:27:00
2020-12-11 10:27:00, 5134, 2540, 0.0, 12.6, 90.0, 869.7, -11.0, 167.099, 0.998, 1.011, 0.951, 0.121, 0.4947, 2020-12-11 04:27:00
2020-12-11 09:27:00, 5007, 2608, 0.0, 12.6, 89.0, 869.7, -10.0, 166.955, 0.998, 1.011, 0.952, 0.139, 0.5209, 2020-12-11 03:27:00
2020-12-11 08:27:00, 5106, 2522, 0.0, 12.7, 88.0, 869.8, -9.0, 167.473, 0.998, 1.012, 0.949, 0.126, 0.4939, 2020-12-11 02:27:00
2020-12-11 07:27:00, 5157, 2476, 0.0, 12.7, 90.0, 870.0, -8.0, 167.503, 1.000, 1.013, 0.949, 0.116, 0.4801, 2020-12-11 01:27:00
2020-12-11 06:27:00, 5077, 2455, 0.0, 12.7, 87.0, 870.6, -9.0, 166.919, 1.005, 1.012, 0.952, 0.122, 0.4836, 2020-12-11 00:27:00
2020-12-11 05:27:00, 4905, 2510, 0.0, 12.7, 90.0, 870.8, -9.0, 165.742, 1.006, 1.012, 0.959, 0.142, 0.5117, 2020-12-10 23:27:00
2020-12-11 04:27:00, 5106, 2435, 0.0, 12.8, 92.0, 871.0, -8.0, 165.639, 1.008, 1.014, 0.960, 0.109, 0.4769, 2020-12-10 22:27:00
2020-12-11 03:27:00, 5157, 2424, 0.0, 12.8, 92.0, 871.1, -9.0, 166.128, 1.009, 1.013, 0.957, 0.104, 0.4700, 2020-12-10 21:27:00
2020-12-11 02:27:00, 5074, 2378, 0.0, 12.8, 92.0, 871.2, -8.0, 166.369, 1.009, 1.014, 0.956, 0.116, 0.4687, 2020-12-10 20:27:00
2020-12-11 01:27:00, 4933, 2478, 0.0, 12.9, 90.0, 871.5, -8.0, 166.285, 1.012, 1.013, 0.956, 0.135, 0.5023, 2020-12-10 19:27:00
2020-12-11 00:27:00, 4966, 2457, 0.0, 12.9, 88.0, 871.8, -6.0, 164.618, 1.014, 1.015, 0.966, 0.119, 0.4948, 2020-12-10 18:27:00
2020-12-10 23:27:00, 5189, 2462, 0.0, 13.3, 76.0, 871.4, 0.0, 164.978, 1.011, 1.020, 0.964, 0.090, 0.4745, 2020-12-10 17:27:00
2020-12-10 22:27:00, 5075, 2542, 0.0, 14.3, 66.0, 871.2, 1.0, 165.293, 1.009, 1.019, 0.962, 0.108, 0.5009, 2020-12-10 16:27:00
2020-12-10 21:27:00, 5022, 2600, 0.0, 14.3, 60.0, 871.5, 2.0, 165.525, 1.012, 1.018, 0.960, 0.115, 0.5177, 2020-12-10 15:27:00
2020-12-10 20:27:00, 5095, 2550, 0.0, 14.2, 63.0, 871.8, 1.0, 165.695, 1.014, 1.018, 0.959, 0.104, 0.5005, 2020-12-10 14:27:00
2020-12-10 19:27:00, 4983, 2455, 0.0, 14.2, 63.0, 872.4, 2.0, 165.727, 1.019, 1.019, 0.959, 0.116, 0.4927, 2020-12-10 13:27:00
2020-12-10 18:27:00, 4892, 2531, 0.0, 14.8, 79.0, 873.0, 1.0, 166.112, 1.023, 1.022, 0.957, 0.126, 0.5174, 2020-12-10 12:27:00
